totalWeeklyShareQuantity,issueSymbolIdentifier,issueName,lastUpdateDate,lastReportedDate,tierDescription,initialPublishedDate,tierIdentifier,summaryStartDate,totalNotionalSum,totalWeeklyTradeCount,weekStartDate,MPID,firmCRDNumber,productTypeCode,marketParticipantName,summaryTypeCode
1389.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,3414.31,12,2025-12-01,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
512.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,1231.48,16,2025-12-01,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
1890.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,4561.8,12,2025-12-01,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
293256.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,710215.063209,952,2025-12-01,,,UTP,,OTC_W_SMBL
1685.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,4043.84,20,2025-12-01,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
4905.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,12647.75,21,2025-12-01,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
600.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-03,NMS Tier 2,2026-01-05,T2,2025-12-01,1468.0,5,2025-12-01,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
1680.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,4105.3123,21,2025-12-01,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
225.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-03,NMS Tier 2,2026-01-05,T2,2025-12-01,517.3,2,2025-12-01,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
14079.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,35288.09,95,2025-12-01,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
13.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-02,NMS Tier 2,2026-01-05,T2,2025-12-01,33.8,1,2025-12-01,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-02,NMS Tier 2,2026-01-05,T2,2025-12-01,249.5,1,2025-12-01,MSRP,,,MSRP MS RPOOL (ATS-6),ATS_W_SMBL_FIRM
4200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-04,NMS Tier 2,2026-01-05,T2,2025-12-01,9969.0,33,2025-12-01,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-03,NMS Tier 2,2026-01-05,T2,2025-12-01,223.5,1,2025-12-01,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-03,NMS Tier 2,2026-01-05,T2,2025-12-01,229.0,1,2025-12-01,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
293256.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,710215.063209,952,2025-12-01,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
46060.0,CURR,Currenc Group Inc. Ordinary Shares,2026-01-05,2025-12-05,NMS Tier 2,2026-01-05,T2,2025-12-01,113273.3823,399,2025-12-01,,,UTP,,ATS_W_SMBL
1100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,1964.5,3,2025-12-29,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
300.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,502.0,3,2025-12-29,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
4335.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,7792.45,34,2025-12-29,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
105.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2025-12-29,NMS Tier 2,2026-02-02,T2,2025-12-29,196.35,2,2025-12-29,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2025-12-31,NMS Tier 2,2026-02-02,T2,2025-12-29,364.0,1,2025-12-29,XSTM,,,XSTM CROSSSTREAM,ATS_W_SMBL_FIRM
72.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2025-12-30,NMS Tier 2,2026-02-02,T2,2025-12-29,134.23,4,2025-12-29,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
3468.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,6149.34,28,2025-12-29,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
736.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,1270.21,8,2025-12-29,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
2118.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,3752.485,21,2025-12-29,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
433.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,784.7712,5,2025-12-29,PURE,,,PURE PURESTREAM,ATS_W_SMBL_FIRM
5708.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,10192.925,73,2025-12-29,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
2533.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,4523.67,23,2025-12-29,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
3689.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,6378.58,39,2025-12-29,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
12556.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,22886.12,29,2025-12-29,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
10503.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,18956.03,121,2025-12-29,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
2307.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,4180.385,28,2025-12-29,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
1362.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2025-12-31,NMS Tier 2,2026-02-02,T2,2025-12-29,2480.0375,16,2025-12-29,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
4806.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,8623.2525,39,2025-12-29,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
1680.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,3072.2,10,2025-12-29,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
1048884.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,1938918.536137,2425,2025-12-29,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
1048884.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,1938918.536137,2425,2025-12-29,,,UTP,,OTC_W_SMBL
58011.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-02,2026-01-02,NMS Tier 2,2026-02-02,T2,2025-12-29,104203.5362,487,2025-12-29,,,UTP,,ATS_W_SMBL
724.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-17,NMS Tier 2,2026-03-23,T2,2026-02-16,1552.04,4,2026-02-16,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
1684.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,3407.41,33,2026-02-16,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,203.0,1,2026-02-16,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
360.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-17,NMS Tier 2,2026-03-23,T2,2026-02-16,728.532,4,2026-02-16,JPBX,,,JPBX JPB-X,ATS_W_SMBL_FIRM
963.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-19,NMS Tier 2,2026-03-23,T2,2026-02-16,1876.925,6,2026-02-16,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-19,NMS Tier 2,2026-03-23,T2,2026-02-16,198.5,1,2026-02-16,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
2587.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,5252.85,28,2026-02-16,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
526.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-19,NMS Tier 2,2026-03-23,T2,2026-02-16,1042.2325,6,2026-02-16,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
419.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-18,NMS Tier 2,2026-03-23,T2,2026-02-16,850.19,4,2026-02-16,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
4514.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,9015.9425,117,2026-02-16,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
1264.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,2573.54,15,2026-02-16,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
673.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-19,NMS Tier 2,2026-03-23,T2,2026-02-16,1377.2325,7,2026-02-16,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
10419.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,21134.4,36,2026-02-16,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
1213.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-19,NMS Tier 2,2026-03-23,T2,2026-02-16,2513.7,8,2026-02-16,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
167.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,354.25,7,2026-02-16,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
899.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,1820.36,16,2026-02-16,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
7856.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,15728.84,88,2026-02-16,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
1900.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,3853.5,8,2026-02-16,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
155808.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,309233.787214,378,2026-02-16,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
155808.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,309233.787214,378,2026-02-16,,,UTP,,OTC_W_SMBL
36368.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-23,2026-02-20,NMS Tier 2,2026-03-23,T2,2026-02-16,73483.4445,389,2026-02-16,,,UTP,,ATS_W_SMBL
2310.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,4128.1,10,2025-10-13,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
200.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-15,NMS Tier 2,2025-11-17,T2,2025-10-13,350.0,1,2025-10-13,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
6526.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,11543.2,29,2025-10-13,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
600.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,1076.0,3,2025-10-13,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
728111.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,1322146.544995,1830,2025-10-13,,,UTP,,OTC_W_SMBL
236.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-16,NMS Tier 2,2025-11-17,T2,2025-10-13,404.58,4,2025-10-13,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
150.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,282.0,1,2025-10-13,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
13600.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,24745.5,78,2025-10-13,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
17746.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,32607.5,35,2025-10-13,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
2973.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,5362.52,51,2025-10-13,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
1300.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,2318.5,7,2025-10-13,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-14,NMS Tier 2,2025-11-17,T2,2025-10-13,169.0,1,2025-10-13,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
538.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,970.19,4,2025-10-13,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
2160.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,3855.8,13,2025-10-13,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
2960.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,5279.645,24,2025-10-13,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
2938.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,5298.0,13,2025-10-13,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
1743.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,3203.92,13,2025-10-13,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
3098.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,5715.88,12,2025-10-13,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
728111.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,1322146.544995,1830,2025-10-13,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
59178.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-17,2025-10-17,NMS Tier 2,2025-11-17,T2,2025-10-13,107310.335,299,2025-10-13,,,UTP,,ATS_W_SMBL
200.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,320.0,1,2025-09-29,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
14969.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,24725.465,159,2025-09-29,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
300.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-02,NMS Tier 2,2025-11-03,T2,2025-09-29,498.0,3,2025-09-29,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
918.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,1500.95,7,2025-09-29,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
8471.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,13956.895,64,2025-09-29,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
1605.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,2668.45,11,2025-09-29,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
2519.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,4129.43,20,2025-09-29,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
5787.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,9958.11,11,2025-09-29,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
1855.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,3086.725,11,2025-09-29,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
2811.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,4669.78,8,2025-09-29,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
112.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,194.8,2,2025-09-29,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
580259.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,969115.541795,966,2025-09-29,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
49212.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,81793.92,357,2025-09-29,,,UTP,,ATS_W_SMBL
580259.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,969115.541795,966,2025-09-29,,,UTP,,OTC_W_SMBL
800.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,1304.0,2,2025-09-29,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
4591.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,7697.17,31,2025-09-29,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
1212.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,1980.4,8,2025-09-29,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
1000.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,1663.5,3,2025-09-29,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
2062.0,CURR,Currenc Group Inc. Ordinary Shares,2025-11-03,2025-10-03,NMS Tier 2,2025-11-03,T2,2025-09-29,3440.245,16,2025-09-29,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
5356.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,14448.2,27,2025-11-17,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
14568.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,38379.945,313,2025-11-17,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
2117.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-20,NMS Tier 2,2025-12-22,T2,2025-11-17,5568.78,16,2025-11-17,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
5442.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,14025.43,57,2025-11-17,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
3646.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-20,NMS Tier 2,2025-12-22,T2,2025-11-17,9798.41,24,2025-11-17,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
287.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-20,NMS Tier 2,2025-12-22,T2,2025-11-17,714.945,16,2025-11-17,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
8428.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-20,NMS Tier 2,2025-12-22,T2,2025-11-17,20712.295,60,2025-11-17,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
14563.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,36666.585,219,2025-11-17,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
900.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,2123.0,9,2025-11-17,XSTM,,,XSTM CROSSSTREAM,ATS_W_SMBL_FIRM
412.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-20,NMS Tier 2,2025-12-22,T2,2025-11-17,984.04,5,2025-11-17,PURE,,,PURE PURESTREAM,ATS_W_SMBL_FIRM
400.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-20,NMS Tier 2,2025-12-22,T2,2025-11-17,1018.0,3,2025-11-17,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
438.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-20,NMS Tier 2,2025-12-22,T2,2025-11-17,1035.16,5,2025-11-17,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
600.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-20,NMS Tier 2,2025-12-22,T2,2025-11-17,1598.0,2,2025-11-17,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
8235.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,21667.4275,73,2025-11-17,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
28781.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,73983.27,91,2025-11-17,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
1642.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-20,NMS Tier 2,2025-12-22,T2,2025-11-17,4276.4875,37,2025-11-17,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
2400.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-19,NMS Tier 2,2025-12-22,T2,2025-11-17,6558.0,5,2025-11-17,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
26398.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,67845.245,298,2025-11-17,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
3227.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,8425.85,35,2025-11-17,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
13109.0,CURR,Currenc Group Inc. Ordinary Shares,2025-12-22,2025-11-21,NMS Tier 2,2025-12-22,T2,2025-11-17,33978.545,229,2025-11-17,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
