totalWeeklyShareQuantity,issueSymbolIdentifier,issueName,lastUpdateDate,lastReportedDate,tierDescription,initialPublishedDate,tierIdentifier,summaryStartDate,totalNotionalSum,totalWeeklyTradeCount,weekStartDate,MPID,firmCRDNumber,productTypeCode,marketParticipantName,summaryTypeCode
183.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,255.82,3,2026-02-02,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
15968.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,22449.76,70,2026-02-02,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
4343.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,6115.5675,84,2026-02-02,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
1265.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-05,NMS Tier 2,2026-03-09,T2,2026-02-02,1750.875,12,2026-02-02,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-03,NMS Tier 2,2026-03-09,T2,2026-02-02,275.0,1,2026-02-02,ALPX,,,ALPX ALPHAX US,ATS_W_SMBL_FIRM
213.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-04,NMS Tier 2,2026-03-09,T2,2026-02-02,298.22,3,2026-02-02,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
12604.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,17758.49,101,2026-02-02,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
535.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,740.44,12,2026-02-02,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
1764.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,2460.585,16,2026-02-02,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
634.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,912.38,6,2026-02-02,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
3700.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-05,NMS Tier 2,2026-03-09,T2,2026-02-02,5138.0,31,2026-02-02,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
2519.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,3508.62,19,2026-02-02,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
1537.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,2170.485,21,2026-02-02,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
2674.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,3717.885,36,2026-02-02,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
84.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,117.895,4,2026-02-02,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
13475.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,18876.48,76,2026-02-02,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
15290.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,21520.04,210,2026-02-02,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
512.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,706.56,2,2026-02-02,MOON,,,MOON MOON ATS,ATS_W_SMBL_FIRM
5506.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,7726.475,40,2026-02-02,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
169657.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,237809.685414,534,2026-02-02,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
169657.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,237809.685414,534,2026-02-02,,,UTP,,OTC_W_SMBL
83006.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-09,2026-02-06,NMS Tier 2,2026-03-09,T2,2026-02-02,116499.5775,747,2026-02-02,,,UTP,,ATS_W_SMBL
1200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,2682.5,10,2026-03-02,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
3310.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,7362.985,31,2026-03-02,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
956.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,2090.445,8,2026-03-02,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
1518.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,3420.28,14,2026-03-02,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
9557.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,21078.885,162,2026-03-02,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
102.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-05,NMS Tier 2,2026-04-06,T2,2026-03-02,229.52,2,2026-03-02,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
1751.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-05,NMS Tier 2,2026-04-06,T2,2026-03-02,3914.675,16,2026-03-02,PURE,,,PURE PURESTREAM,ATS_W_SMBL_FIRM
5968.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,13459.775,58,2026-03-02,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
337.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-03,NMS Tier 2,2026-04-06,T2,2026-03-02,735.34,3,2026-03-02,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
11.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,25.28,2,2026-03-02,MOON,,,MOON MOON ATS,ATS_W_SMBL_FIRM
5521.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,12381.1,55,2026-03-02,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
313.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-05,NMS Tier 2,2026-04-06,T2,2026-03-02,694.1,4,2026-03-02,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
69459.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,155242.8575,699,2026-03-02,,,UTP,,ATS_W_SMBL
6700.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,15126.5,44,2026-03-02,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
2230.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,4955.4,22,2026-03-02,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
4927.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,10916.15,17,2026-03-02,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
311.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-05,NMS Tier 2,2026-04-06,T2,2026-03-02,702.97,2,2026-03-02,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
1000.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,2185.5,10,2026-03-02,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
1712.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,3783.84,21,2026-03-02,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
21535.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,48351.6125,213,2026-03-02,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
500.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-03,NMS Tier 2,2026-04-06,T2,2026-03-02,1146.0,5,2026-03-02,ALPX,,,ALPX ALPHAX US,ATS_W_SMBL_FIRM
186018.891326,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,415540.817109,741,2026-03-02,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
186018.891326,CURR,Currenc Group Inc. Ordinary Shares,2026-04-06,2026-03-06,NMS Tier 2,2026-04-06,T2,2026-03-02,415540.817109,741,2026-03-02,,,UTP,,OTC_W_SMBL
2600.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,4176.55,19,2026-01-26,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
220.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-27,NMS Tier 2,2026-03-02,T2,2026-01-26,361.2,2,2026-01-26,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
280.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,442.5,3,2026-01-26,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
1641.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,2626.29,18,2026-01-26,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
855.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,1376.41,11,2026-01-26,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
1503.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-29,NMS Tier 2,2026-03-02,T2,2026-01-26,2428.05,14,2026-01-26,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
300.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,451.0,2,2026-01-26,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
3140.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,5011.35,21,2026-01-26,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
2821.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,4565.825,26,2026-01-26,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
1786.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,2837.41,16,2026-01-26,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
1930.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,3044.375,17,2026-01-26,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
15906.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,25089.5,201,2026-01-26,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
13270.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,20724.755,84,2026-01-26,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
820.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-28,NMS Tier 2,2026-03-02,T2,2026-01-26,1303.8,8,2026-01-26,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
8058.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,12333.1,46,2026-01-26,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-28,NMS Tier 2,2026-03-02,T2,2026-01-26,158.0,1,2026-01-26,PURE,,,PURE PURESTREAM,ATS_W_SMBL_FIRM
11996.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,19011.515,85,2026-01-26,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-28,NMS Tier 2,2026-03-02,T2,2026-01-26,312.0,1,2026-01-26,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
294311.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,470638.0098,560,2026-01-26,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
294311.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,470638.0098,560,2026-01-26,,,UTP,,OTC_W_SMBL
67426.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-02,2026-01-30,NMS Tier 2,2026-03-02,T2,2026-01-26,106253.63,575,2026-01-26,,,UTP,,ATS_W_SMBL
7102.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,15783.905,97,2026-03-09,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
50.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-12,NMS Tier 2,2026-04-13,T2,2026-03-09,119.5,1,2026-03-09,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
7033.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,15449.1414,109,2026-03-09,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
4200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-12,NMS Tier 2,2026-04-13,T2,2026-03-09,9413.0,16,2026-03-09,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-09,NMS Tier 2,2026-04-13,T2,2026-03-09,216.5,1,2026-03-09,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
225.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-12,NMS Tier 2,2026-04-13,T2,2026-03-09,499.86,8,2026-03-09,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-09,NMS Tier 2,2026-04-13,T2,2026-03-09,216.5,1,2026-03-09,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
8906.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,19641.815,137,2026-03-09,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
5186.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,11472.065,125,2026-03-09,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
5110.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,11215.675,65,2026-03-09,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
1497.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,3252.33,17,2026-03-09,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
3169.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,7095.815,11,2026-03-09,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
600.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-12,NMS Tier 2,2026-04-13,T2,2026-03-09,1358.0,3,2026-03-09,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
787.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-12,NMS Tier 2,2026-04-13,T2,2026-03-09,1743.17,7,2026-03-09,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
713.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-12,NMS Tier 2,2026-04-13,T2,2026-03-09,1550.5,9,2026-03-09,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
603.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-10,NMS Tier 2,2026-04-13,T2,2026-03-09,1346.85,7,2026-03-09,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
3313.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,7520.68,73,2026-03-09,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
478.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-11,NMS Tier 2,2026-04-13,T2,2026-03-09,1003.8,1,2026-03-09,MOON,,,MOON MOON ATS,ATS_W_SMBL_FIRM
191751.789752,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,431425.966686,701,2026-03-09,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
191751.789752,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,431425.966686,701,2026-03-09,,,UTP,,OTC_W_SMBL
49172.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-13,2026-03-13,NMS Tier 2,2026-04-13,T2,2026-03-09,108899.1064,688,2026-03-09,,,UTP,,ATS_W_SMBL
1667.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,4144.135,28,2026-03-16,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
300.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,771.5,2,2026-03-16,LQNA,,,LQNA LIQUIDNET H2O ATS,ATS_W_SMBL_FIRM
4027.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,10175.025,80,2026-03-16,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
1515.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,3847.55,10,2026-03-16,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
500.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,1302.5,1,2026-03-16,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
6566.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,16412.51,163,2026-03-16,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
800.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-18,NMS Tier 2,2026-04-20,T2,2026-03-16,1984.0,4,2026-03-16,MSRP,,,MSRP MS RPOOL (ATS-6),ATS_W_SMBL_FIRM
814.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-18,NMS Tier 2,2026-04-20,T2,2026-03-16,2008.74,8,2026-03-16,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
61.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,155.47,4,2026-03-16,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
603.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,1515.45,11,2026-03-16,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
300.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-16,NMS Tier 2,2026-04-20,T2,2026-03-16,762.0,1,2026-03-16,CODA,,,"CODA CODA MARKETS, INC.",ATS_W_SMBL_FIRM
675.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,1715.0,9,2026-03-16,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
171494.85757,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,433880.978363,519,2026-03-16,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
171494.85757,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,433880.978363,519,2026-03-16,,,UTP,,OTC_W_SMBL
30477.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,76834.9275,470,2026-03-16,,,UTP,,ATS_W_SMBL
506.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,1298.615,6,2026-03-16,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
700.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,1781.0,5,2026-03-16,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
190.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,485.0,2,2026-03-16,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
2244.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,5584.5175,40,2026-03-16,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
2110.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,5390.18,55,2026-03-16,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
2926.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,7496.48,24,2026-03-16,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
3773.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-20,NMS Tier 2,2026-04-20,T2,2026-03-16,9507.255,15,2026-03-16,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-04-20,2026-03-16,NMS Tier 2,2026-04-20,T2,2026-03-16,498.0,2,2026-03-16,PURE,,,PURE PURESTREAM,ATS_W_SMBL_FIRM
5246.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,16760.505,80,2026-04-13,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-14,NMS Tier 2,2026-05-18,T2,2026-04-13,657.0,1,2026-04-13,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
701.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,2190.67,6,2026-04-13,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
10134.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,32123.305,289,2026-04-13,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
1000.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-15,NMS Tier 2,2026-05-18,T2,2026-04-13,3199.6024,14,2026-04-13,PURE,,,PURE PURESTREAM,ATS_W_SMBL_FIRM
50.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-16,NMS Tier 2,2026-05-18,T2,2026-04-13,161.86,4,2026-04-13,MOON,,,MOON MOON ATS,ATS_W_SMBL_FIRM
1300.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-16,NMS Tier 2,2026-05-18,T2,2026-04-13,4300.0,7,2026-04-13,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
1159.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,3666.1425,17,2026-04-13,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
12753.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,40372.724,532,2026-04-13,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
2186.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,6644.26,24,2026-04-13,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
