ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol,dataset
2026-05-18 14:34:14.330792121+00:00,2026-05-18 14:34:14.330583902+00:00,0,43,19474,T,N,0,3.055,25,128,199851,18499610,CURR,ARCX.PILLAR
2026-05-18 14:34:14.330860910+00:00,2026-05-18 14:34:14.330651432+00:00,0,43,19474,T,N,0,3.055,25,128,199562,18499611,CURR,ARCX.PILLAR
2026-05-18 14:34:14.330920492+00:00,2026-05-18 14:34:14.330711156+00:00,0,43,19474,T,N,0,3.055,25,128,199561,18499613,CURR,ARCX.PILLAR
2026-05-18 14:34:14.330981812+00:00,2026-05-18 14:34:14.330772290+00:00,0,43,19474,T,N,0,3.055,25,128,199689,18499615,CURR,ARCX.PILLAR
2026-05-18 14:52:03.449123315+00:00,2026-05-18 14:52:03.448912117+00:00,0,43,19474,T,N,0,3.07,25,128,199531,21505680,CURR,ARCX.PILLAR
2026-05-18 14:52:03.449197149+00:00,2026-05-18 14:52:03.448988874+00:00,0,43,19474,T,N,0,3.07,25,128,199399,21505681,CURR,ARCX.PILLAR
2026-05-18 14:52:03.449254069+00:00,2026-05-18 14:52:03.449046159+00:00,0,43,19474,T,N,0,3.07,25,128,199477,21505682,CURR,ARCX.PILLAR
2026-05-18 14:52:03.449312584+00:00,2026-05-18 14:52:03.449102499+00:00,0,43,19474,T,N,0,3.07,25,128,199367,21505683,CURR,ARCX.PILLAR
2026-05-18 14:52:03.451251232+00:00,2026-05-18 14:52:03.451041893+00:00,0,43,19474,T,N,0,3.07,25,128,199490,21505691,CURR,ARCX.PILLAR
2026-05-18 14:52:03.451465563+00:00,2026-05-18 14:52:03.451256961+00:00,0,43,19474,T,N,0,3.07,25,128,199385,21505692,CURR,ARCX.PILLAR
2026-05-18 14:52:03.451531571+00:00,2026-05-18 14:52:03.451322641+00:00,0,43,19474,T,N,0,3.07,25,128,199601,21505693,CURR,ARCX.PILLAR
2026-05-18 14:52:03.451603183+00:00,2026-05-18 14:52:03.451394909+00:00,0,43,19474,T,N,0,3.07,25,128,199387,21505694,CURR,ARCX.PILLAR
2026-05-18 14:57:59.603914092+00:00,2026-05-18 14:57:59.603702593+00:00,0,43,19474,T,N,0,3.05,700,128,199470,22348047,CURR,ARCX.PILLAR
2026-05-18 14:57:59.604029095+00:00,2026-05-18 14:57:59.603819776+00:00,0,43,19474,T,N,0,3.05,100,128,199416,22348048,CURR,ARCX.PILLAR
2026-05-18 15:04:38.881557817+00:00,2026-05-18 15:04:38.881345298+00:00,0,43,19474,T,N,0,3.07,25,128,199666,23682227,CURR,ARCX.PILLAR
2026-05-18 15:04:38.882150161+00:00,2026-05-18 15:04:38.881941736+00:00,0,43,19474,T,N,0,3.07,25,128,199662,23682228,CURR,ARCX.PILLAR
2026-05-18 15:04:39.400396406+00:00,2026-05-18 15:04:39.400184014+00:00,0,43,19474,T,N,0,3.07,25,128,199518,23683066,CURR,ARCX.PILLAR
2026-05-18 15:04:39.400547331+00:00,2026-05-18 15:04:39.400335891+00:00,0,43,19474,T,N,0,3.075,25,128,199556,23683069,CURR,ARCX.PILLAR
2026-05-18 15:04:39.400606259+00:00,2026-05-18 15:04:39.400395988+00:00,0,43,19474,T,N,0,3.075,25,128,199485,23683070,CURR,ARCX.PILLAR
2026-05-18 15:04:39.400660892+00:00,2026-05-18 15:04:39.400452509+00:00,0,43,19474,T,N,0,3.075,25,128,199474,23683071,CURR,ARCX.PILLAR
2026-05-18 15:04:39.409050931+00:00,2026-05-18 15:04:39.408842149+00:00,0,43,19474,T,N,0,3.075,25,128,199435,23683099,CURR,ARCX.PILLAR
2026-05-18 15:04:39.409111987+00:00,2026-05-18 15:04:39.408903415+00:00,0,43,19474,T,N,0,3.075,25,128,199512,23683100,CURR,ARCX.PILLAR
2026-05-18 15:04:39.409172079+00:00,2026-05-18 15:04:39.408962902+00:00,0,43,19474,T,N,0,3.075,25,128,199618,23683103,CURR,ARCX.PILLAR
2026-05-18 15:04:39.409252832+00:00,2026-05-18 15:04:39.409044670+00:00,0,43,19474,T,N,0,3.075,25,128,199559,23683104,CURR,ARCX.PILLAR
2026-05-18 15:04:41.551168216+00:00,2026-05-18 15:04:41.550956433+00:00,0,43,19474,T,N,0,3.08,25,128,199763,23691612,CURR,ARCX.PILLAR
2026-05-18 15:08:56.786608286+00:00,2026-05-18 15:08:56.786385770+00:00,0,43,19474,T,B,0,3.09,200,0,199568,24320275,CURR,ARCX.PILLAR
2026-05-18 15:08:56.786617732+00:00,2026-05-18 15:08:56.786386324+00:00,0,43,19474,T,B,0,3.09,24,0,199620,24320276,CURR,ARCX.PILLAR
2026-05-18 15:08:56.786617732+00:00,2026-05-18 15:08:56.786386835+00:00,0,43,19474,T,B,0,3.09,24,0,199620,24320277,CURR,ARCX.PILLAR
2026-05-18 15:08:56.786624223+00:00,2026-05-18 15:08:56.786388306+00:00,0,43,19474,T,B,0,3.09,100,0,199627,24320278,CURR,ARCX.PILLAR
2026-05-18 15:08:56.786631893+00:00,2026-05-18 15:08:56.786388594+00:00,0,43,19474,T,B,0,3.09,24,0,199504,24320279,CURR,ARCX.PILLAR
2026-05-18 15:08:56.786644085+00:00,2026-05-18 15:08:56.786390462+00:00,0,43,19474,T,N,0,3.09,39,0,199716,24320280,CURR,ARCX.PILLAR
